S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,No. of Units,Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Option Exercised / Sales Agreement Signed,unit price bin,Tenure 2
406,TANGLIN PARK,RIDLEY PARK,Condominium,10,CCR,Freehold,1,2500000,1335,Strata,01 to 05,1873,5/1/2014,1500-1999,>900 / Freehold
409,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,1180000,850,Strata,06 to 10,1388,5/1/2014,1000-1499,<105
410,THE LEVELZ,FARRER ROAD,Condominium,10,CCR,Freehold,1,1520000,958,Strata,01 to 05,1587,5/1/2014,1500-1999,>900 / Freehold
412,FOUR SEASONS PARK,CUSCADEN WALK,Condominium,10,CCR,Freehold,1,6200000,2260,Strata,16 to 20,2743,5/1/2014,2500-2999,>900 / Freehold
414,GOODWOOD GRAND,BALMORAL ROAD,Apartment,10,CCR,Freehold,1,2950000,1227,Strata,01 to 05,2404,5/1/2014,2000-2499,>900 / Freehold
419,QUINTERRA,HOLLAND ROAD,Apartment,10,CCR,99 yrs lease commencing from 2006,1,1400000,1184,Strata,06 to 10,1182,5/1/2014,1000-1499,<105
422,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2737000,1432,Strata,01 to 05,1912,5/1/2014,1500-1999,>900 / Freehold
427,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,11500000,4682,Strata,01 to 05,2456,5/1/2014,2000-2499,>900 / Freehold
430,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,5504000,2669,Strata,06 to 10,2062,5/1/2014,2000-2499,>900 / Freehold
431,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,5631000,2669,Strata,06 to 10,2109,5/1/2014,2000-2499,>900 / Freehold
435,GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,3950000,3412,Strata,01 to 05,1158,5/1/2014,1000-1499,>900 / Freehold
442,PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,1,1990000,990,Strata,06 to 10,2010,5/1/2014,2000-2499,>900 / Freehold
446,RESIDENTIAL APARTMENTS,DRAYCOTT DRIVE,Apartment,10,CCR,Freehold,1,2000000,1141,Strata,16 to 20,1753,4/1/2014,1500-1999,>900 / Freehold
447,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,5488000,2562,Strata,01 to 05,2142,4/1/2014,2000-2499,>900 / Freehold
448,RIDGEWOOD,MOUNT SINAI RISE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2600000,2002,Strata,11 to 15,1299,4/1/2014,1000-1499,>900 / Freehold
449,GOODWOOD GRAND,BALMORAL ROAD,Apartment,10,CCR,Freehold,1,2470000,1044,Strata,01 to 05,2366,4/1/2014,2000-2499,>900 / Freehold
450,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,2515000,1119,Strata,01 to 05,2247,4/1/2014,2000-2499,>900 / Freehold
451,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,965000,452,Strata,01 to 05,2135,4/1/2014,2000-2499,>900 / Freehold
455,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,4843000,2669,Strata,06 to 10,1814,4/1/2014,1500-1999,>900 / Freehold
459,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1210000,441,Strata,06 to 10,2742,4/1/2014,2500-2999,>900 / Freehold
460,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,1443000,1109,Strata,11 to 15,1302,4/1/2014,1000-1499,<105
466,RIDGEWOOD,MOUNT SINAI DRIVE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2010000,1744,Strata,06 to 10,1153,4/1/2014,1000-1499,>900 / Freehold
468,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1950000,1335,Strata,01 to 05,1461,4/1/2014,1000-1499,>900 / Freehold
473,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,6700000,2551,Strata,06 to 10,2626,4/1/2014,2500-2999,>900 / Freehold
474,ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,Apartment,10,CCR,999 yrs lease commencing from 1995,1,4700000,1959,Strata,06 to 10,2399,4/1/2014,2000-2499,>900 / Freehold
477,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,1700000,990,Strata,01 to 05,1717,4/1/2014,1500-1999,>900 / Freehold
479,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,4263000,1948,Strata,01 to 05,2188,4/1/2014,2000-2499,>900 / Freehold
485,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,2628000,1119,Strata,11 to 15,2348,4/1/2014,2000-2499,>900 / Freehold
486,RESIDENTIAL APARTMENTS,DRAYCOTT DRIVE,Apartment,10,CCR,Freehold,1,2700000,1442,Strata,06 to 10,1872,4/1/2014,1500-1999,>900 / Freehold
487,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,7613000,2928,Strata,06 to 10,2600,4/1/2014,2500-2999,>900 / Freehold
488,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,2450000,1711,Strata,01 to 05,1432,4/1/2014,1000-1499,<105
494,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1880000,1184,Strata,16 to 20,1588,4/1/2014,1500-1999,<105
497,WILLYN VILLE,HOLLAND AVENUE,Apartment,10,CCR,Freehold,1,1380000,861,Strata,01 to 05,1603,4/1/2014,1500-1999,>900 / Freehold
498,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2908000,1572,Strata,06 to 10,1850,4/1/2014,1500-1999,>900 / Freehold
500,THE SERENADE @ HOLLAND,HOLLAND ROAD,Condominium,10,CCR,99 yrs lease commencing from 2001,1,2038000,1539,Strata,11 to 15,1324,4/1/2014,1000-1499,<105
503,NASSIM MANSION,NASSIM HILL,Apartment,10,CCR,Freehold,1,9500000,3412,Strata,06 to 10,2784,4/1/2014,2500-2999,>900 / Freehold
506,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,5557000,2454,Strata,06 to 10,2264,4/1/2014,2000-2499,>900 / Freehold
507,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2028000,990,Strata,06 to 10,2048,4/1/2014,2000-2499,>900 / Freehold
508,GOODWOOD GRAND,BALMORAL ROAD,Apartment,10,CCR,Freehold,1,3020000,1227,Strata,06 to 10,2461,4/1/2014,2000-2499,>900 / Freehold
509,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,5767000,2508,Strata,06 to 10,2299,4/1/2014,2000-2499,>900 / Freehold
511,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2867000,1485,Strata,06 to 10,1930,4/1/2014,1500-1999,>900 / Freehold
514,CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,1,1300000,657,Strata,01 to 05,1980,4/1/2014,1500-1999,>900 / Freehold
515,BOTANIC GARDENS VIEW,TAMAN SERASI,Apartment,10,CCR,Freehold,1,2300000,1259,Strata,06 to 10,1826,4/1/2014,1500-1999,>900 / Freehold
516,ONE TREE HILL RESIDENCE,ONE TREE HILL,Apartment,10,CCR,Freehold,1,2500000,1227,Strata,01 to 05,2037,4/1/2014,2000-2499,>900 / Freehold
518,GOODWOOD GRAND,BALMORAL ROAD,Apartment,10,CCR,Freehold,1,2975895,1227,Strata,01 to 05,2425,4/1/2014,2000-2499,>900 / Freehold
519,BALMORAL HEIGHTS,BALMORAL CRESCENT,Apartment,10,CCR,Freehold,1,1980000,1163,Strata,06 to 10,1703,4/1/2014,1500-1999,>900 / Freehold
520,CASA JERVOIS,JERVOIS ROAD,Apartment,10,CCR,Freehold,1,1852000,1227,Strata,01 to 05,1509,4/1/2014,1500-1999,>900 / Freehold
521,RV EDGE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,800000,377,Strata,01 to 05,2123,4/1/2014,2000-2499,>900 / Freehold
522,JAYA TOWERS,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,2620000,2024,Strata,01 to 05,1295,4/1/2014,1000-1499,>900 / Freehold
523,GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2435000,1711,Strata,01 to 05,1423,4/1/2014,1000-1499,>900 / Freehold
528,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,3483000,1862,Strata,01 to 05,1870,4/1/2014,1500-1999,>900 / Freehold
529,BEAVERTON COURT,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,1,4300000,3229,Strata,01 to 05,1332,4/1/2014,1000-1499,>900 / Freehold
531,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1418600,689,Strata,06 to 10,2059,4/1/2014,2000-2499,>900 / Freehold
532,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,2642500,1593,Strata,16 to 20,1659,4/1/2014,1500-1999,>900 / Freehold
534,BELMOND GREEN,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,1850000,1066,Strata,06 to 10,1736,4/1/2014,1500-1999,>900 / Freehold
535,THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Condominium,10,CCR,Freehold,1,3100000,2605,Strata,01 to 05,1190,4/1/2014,1000-1499,>900 / Freehold
536,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,5906000,2508,Strata,06 to 10,2355,4/1/2014,2000-2499,>900 / Freehold
537,THE LEGEND,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,2915000,2217,Strata,06 to 10,1315,4/1/2014,1000-1499,>900 / Freehold
539,NATHAN SUITES,NATHAN ROAD,Condominium,10,CCR,Freehold,1,2966000,1776,Strata,06 to 10,1670,4/1/2014,1500-1999,>900 / Freehold
540,REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,1,5600000,3175,Strata,21 to 25,1764,4/1/2014,1500-1999,>900 / Freehold
541,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2176510,1453,Strata,11 to 15,1498,4/1/2014,1000-1499,<105
542,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,2070000,1367,Strata,01 to 05,1514,4/1/2014,1500-1999,>900 / Freehold
543,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1575730,786,Strata,31 to 35,2005,4/1/2014,2000-2499,<105
544,BLISSFUL VIEW,HOLLAND HILL,Apartment,10,CCR,Freehold,1,1868888,1518,Strata,06 to 10,1231,4/1/2014,1000-1499,>900 / Freehold
547,SIGNATURE AT LEWIS,LEWIS ROAD,Apartment,10,CCR,Freehold,1,2800000,1841,Strata,06 to 10,1521,4/1/2014,1500-1999,>900 / Freehold
552,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1220170,549,Strata,01 to 05,2223,4/1/2014,2000-2499,>900 / Freehold
553,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2810000,1485,Strata,06 to 10,1892,4/1/2014,1500-1999,>900 / Freehold
555,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,4659000,1970,Strata,06 to 10,2365,4/1/2014,2000-2499,>900 / Freehold
556,MUTIARA VIEW,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1950000,1346,Strata,06 to 10,1449,4/1/2014,1000-1499,>900 / Freehold
557,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,1768000,1346,Strata,01 to 05,1314,4/1/2014,1000-1499,<105
560,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1453000,689,Strata,01 to 05,2109,3/1/2014,2000-2499,>900 / Freehold
564,CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,1,2486000,1130,Strata,16 to 20,2200,3/1/2014,2000-2499,>900 / Freehold
565,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,5459000,2454,Strata,01 to 05,2224,3/1/2014,2000-2499,>900 / Freehold
566,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1283410,635,Strata,26 to 30,2021,3/1/2014,2000-2499,<105
569,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,1997000,990,Strata,06 to 10,2017,3/1/2014,2000-2499,>900 / Freehold
572,LATITUDE,JALAN MUTIARA,Condominium,10,CCR,Freehold,1,3700000,1615,Strata,16 to 20,2292,3/1/2014,2000-2499,>900 / Freehold
574,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,2960000,2067,Strata,11 to 15,1432,3/1/2014,1000-1499,>900 / Freehold
575,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2040000,990,Strata,06 to 10,2060,3/1/2014,2000-2499,>900 / Freehold
576,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,1936000,969,Strata,06 to 10,1998,3/1/2014,1500-1999,>900 / Freehold
577,HOLLAND RESIDENCES,TAMAN WARNA,Condominium,10,CCR,Freehold,1,2000000,1755,Strata,01 to 05,1140,3/1/2014,1000-1499,>900 / Freehold
585,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2746000,1432,Strata,01 to 05,1918,3/1/2014,1500-1999,>900 / Freehold
589,SPANISH VILLAGE,FARRER ROAD,Condominium,10,CCR,Freehold,1,1220000,786,Strata,01 to 05,1553,3/1/2014,1500-1999,>900 / Freehold
590,D'LEEDON,LEEDON HEIGHTS,Condominium,10,RCR,99 yrs lease commencing from 2010,1,2174210,1496,Strata,11 to 15,1453,3/1/2014,1000-1499,<105
591,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,3193530,2303,Strata,06 to 10,1386,3/1/2014,1000-1499,<105
593,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,3372370,2454,Strata,06 to 10,1374,3/1/2014,1000-1499,<105
599,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2891000,1518,Strata,06 to 10,1905,3/1/2014,1500-1999,>900 / Freehold
601,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2823000,1518,Strata,01 to 05,1860,3/1/2014,1500-1999,>900 / Freehold
602,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,1963000,969,Strata,06 to 10,2026,3/1/2014,2000-2499,>900 / Freehold
603,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,2545000,1119,Strata,06 to 10,2273,3/1/2014,2000-2499,>900 / Freehold
605,REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,1,5620000,3175,Strata,11 to 15,1770,3/1/2014,1500-1999,>900 / Freehold
606,GOODWOOD GRAND,BALMORAL ROAD,Apartment,10,CCR,Freehold,1,6500000,3111,Strata,11 to 15,2089,3/1/2014,2000-2499,>900 / Freehold
609,HOLLAND COURT,HOLLAND ROAD,Apartment,10,CCR,Freehold,1,3000000,1948,Strata,01 to 05,1540,3/1/2014,1500-1999,>900 / Freehold
610,STUDIO 3,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1900000,936,Strata,16 to 20,2029,3/1/2014,2000-2499,>900 / Freehold
614,SOMMERVILLE GRANDEUR,FARRER DRIVE,Condominium,10,CCR,Freehold,1,1770000,1195,Strata,06 to 10,1481,3/1/2014,1000-1499,>900 / Freehold
617,MILL POINT,ZION CLOSE,Apartment,10,CCR,999 yrs lease commencing from 1877,1,1500000,915,Strata,11 to 15,1639,3/1/2014,1500-1999,>900 / Freehold
618,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1090000,700,Strata,01 to 05,1558,3/1/2014,1500-1999,>900 / Freehold
619,MILL POINT,ZION CLOSE,Apartment,10,CCR,999 yrs lease commencing from 1877,1,1490000,915,Strata,11 to 15,1629,3/1/2014,1500-1999,>900 / Freehold
621,CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,1310000,1098,Strata,01 to 05,1193,3/1/2014,1000-1499,>900 / Freehold
623,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,6600000,2454,Strata,06 to 10,2689,3/1/2014,2500-2999,>900 / Freehold
624,BOULEVARD VUE,CUSCADEN WALK,Condominium,10,CCR,Freehold,1,17892000,4489,Strata,16 to 20,3986,3/1/2014,3500-3999,>900 / Freehold
625,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2872000,1572,Strata,01 to 05,1828,3/1/2014,1500-1999,>900 / Freehold
627,CORONATION GROVE,CORONATION ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,1,1980000,1249,Strata,01 to 05,1586,3/1/2014,1500-1999,>900 / Freehold
631,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2888000,1572,Strata,06 to 10,1838,3/1/2014,1500-1999,>900 / Freehold
632,ROYALVILLE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,1465000,1012,Strata,01 to 05,1448,3/1/2014,1000-1499,>900 / Freehold
636,VERDURE,HOLLAND ROAD,Condominium,10,CCR,Freehold,1,2600000,1733,Strata,01 to 05,1500,3/1/2014,1500-1999,>900 / Freehold
638,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2150000,1206,Strata,01 to 05,1783,3/1/2014,1500-1999,>900 / Freehold
639,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,1947000,969,Strata,06 to 10,2010,3/1/2014,2000-2499,>900 / Freehold
642,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2798000,1518,Strata,01 to 05,1844,3/1/2014,1500-1999,>900 / Freehold
643,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2760888,1432,Strata,06 to 10,1929,3/1/2014,1500-1999,>900 / Freehold
644,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,3434000,1862,Strata,06 to 10,1844,3/1/2014,1500-1999,>900 / Freehold
648,LOFT@HOLLAND,HOLLAND ROAD,Apartment,10,CCR,Freehold,1,838000,323,Strata,01 to 05,2595,3/1/2014,2500-2999,>900 / Freehold
649,THE LEGACY,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,1250000,764,Strata,01 to 05,1636,3/1/2014,1500-1999,>900 / Freehold
651,THE TRESOR,DUCHESS ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,1,1900000,1012,Strata,01 to 05,1878,3/1/2014,1500-1999,>900 / Freehold
652,GALLOP GABLES,FARRER ROAD,Condominium,10,CCR,Freehold,1,5400000,3175,Strata,01 to 05,1701,3/1/2014,1500-1999,>900 / Freehold
653,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2141830,1485,Strata,01 to 05,1442,3/1/2014,1000-1499,<105
654,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,1430000,1044,Strata,06 to 10,1370,3/1/2014,1000-1499,<105
657,THE MERASAGA,JALAN MERAH SAGA,Condominium,10,CCR,99 yrs lease commencing from 1991,1,2200000,1399,Strata,01 to 05,1572,3/1/2014,1500-1999,<105
661,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,1947000,969,Strata,06 to 10,2010,3/1/2014,2000-2499,>900 / Freehold
662,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1980000,1313,Strata,01 to 05,1508,3/1/2014,1500-1999,>900 / Freehold
666,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,3404000,1862,Strata,01 to 05,1828,3/1/2014,1500-1999,>900 / Freehold
671,THE MERCURY,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1800000,1044,Strata,06 to 10,1724,3/1/2014,1500-1999,>900 / Freehold
678,SUTTON PLACE,FARRER ROAD,Condominium,10,CCR,Freehold,1,1750000,1733,Strata,01 to 05,1010,3/1/2014,1000-1499,>900 / Freehold
681,WING ON LIFE GARDEN,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,5700000,3305,Strata,11 to 15,1725,3/1/2014,1500-1999,>900 / Freehold
682,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,1950000,990,Strata,01 to 05,1969,3/1/2014,1500-1999,>900 / Freehold
695,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,3427000,1862,Strata,06 to 10,1840,3/1/2014,1500-1999,>900 / Freehold
696,SIXTH AVENUE VILLE,SIXTH AVENUE,Condominium,10,CCR,Freehold,1,3231800,2486,Strata,01 to 05,1300,3/1/2014,1000-1499,>900 / Freehold
699,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2908000,1572,Strata,06 to 10,1850,3/1/2014,1500-1999,>900 / Freehold
701,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2724000,1432,Strata,06 to 10,1903,3/1/2014,1500-1999,>900 / Freehold
702,TANGLIN PARK,RIDLEY PARK,Condominium,10,CCR,Freehold,1,2750000,1604,Strata,01 to 05,1715,3/1/2014,1500-1999,>900 / Freehold
704,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2920000,1572,Strata,06 to 10,1858,3/1/2014,1500-1999,>900 / Freehold
713,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,5750000,2508,Strata,01 to 05,2293,3/1/2014,2000-2499,>900 / Freehold
714,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,6600000,2497,Strata,06 to 10,2643,3/1/2014,2500-2999,>900 / Freehold
720,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,4600000,1970,Strata,06 to 10,2335,3/1/2014,2000-2499,>900 / Freehold
721,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,3791000,2131,Strata,01 to 05,1779,3/1/2014,1500-1999,>900 / Freehold
722,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,3490000,1862,Strata,01 to 05,1874,3/1/2014,1500-1999,>900 / Freehold
724,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,3462000,1862,Strata,06 to 10,1859,3/1/2014,1500-1999,>900 / Freehold
725,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,1868000,969,Strata,01 to 05,1928,3/1/2014,1500-1999,>900 / Freehold
726,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2749000,1432,Strata,06 to 10,1920,3/1/2014,1500-1999,>900 / Freehold
727,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,3479000,1862,Strata,06 to 10,1868,3/1/2014,1500-1999,>900 / Freehold
728,PALM SPRING,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,3980000,2659,Strata,01 to 05,1497,3/1/2014,1000-1499,>900 / Freehold
729,BOTANIKA,HOLLAND ROAD,Apartment,10,CCR,Freehold,1,3300000,1453,Strata,01 to 05,2271,3/1/2014,2000-2499,>900 / Freehold
732,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,1850000,969,Strata,01 to 05,1910,3/1/2014,1500-1999,>900 / Freehold
733,NATHAN SUITES,NATHAN ROAD,Condominium,10,CCR,Freehold,1,3800000,2034,Strata,16 to 20,1868,3/1/2014,1500-1999,>900 / Freehold
734,HOLLANDIA,HOLLAND ROAD,Condominium,10,CCR,Freehold,1,1700000,1475,Strata,01 to 05,1153,3/1/2014,1000-1499,>900 / Freehold
735,SECOND AVENUE JUNCTION,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,2150000,1668,Strata,01 to 05,1289,3/1/2014,1000-1499,>900 / Freehold
737,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,3462000,1862,Strata,06 to 10,1859,3/1/2014,1500-1999,>900 / Freehold
738,RV RESIDENCES,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1788000,861,Strata,01 to 05,2076,2/1/2014,2000-2499,>900 / Freehold
745,BELMOND GREEN,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,1980000,1066,Strata,01 to 05,1858,2/1/2014,1500-1999,>900 / Freehold
754,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2681410,1582,Strata,26 to 30,1695,2/1/2014,1500-1999,<105
757,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1452350,775,Strata,01 to 05,1874,2/1/2014,1500-1999,>900 / Freehold
759,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,4800000,1970,Strata,06 to 10,2437,2/1/2014,2000-2499,>900 / Freehold
760,HOLLAND RESIDENCES,TAMAN WARNA,Condominium,10,CCR,Freehold,1,2400000,1356,Strata,01 to 05,1770,2/1/2014,1500-1999,>900 / Freehold
764,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,4108810,4155,Strata,01 to 05,989,2/1/2014,500-999,<105
765,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1235000,549,Strata,01 to 05,2250,2/1/2014,2000-2499,>900 / Freehold
