S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,No. of Units,Price ($),Area,Type of Area,Floor Level,Unit Price ($psf),Date of Option Exercised / Sales Agreement Signed
825,MONTVIEW,MOUNT SINAI DRIVE,Condominium,10,CCR,Freehold,1,2725000,1744,Strata,06 to 10,1563,13-Jun
826,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2442900,1604,Strata,26 to 30,1523,13-Jun
827,STUDIO 3,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1070000,560,Strata,06 to 10,1912,13-Jun
828,VIZ AT HOLLAND,QUEENSWAY,Condominium,10,CCR,Freehold,1,965000,495,Strata,06 to 10,1949,13-Jun
829,STEVENS LOFT,STEVENS DRIVE,Apartment,10,CCR,Freehold,1,1300000,700,Strata,01 to 05,1858,13-Jun
830,THE SIENA,TAN KIM CHENG ROAD,Apartment,10,CCR,99 yrs lease commencing from 2013,1,1920000,904,Strata,01 to 05,2123,13-Jun
831,ONE ROBIN,ROBIN ROAD,Apartment,10,CCR,Freehold,1,3300000,1948,Strata,01 to 05,1694,13-Jun
832,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,1,2080000,1302,Strata,06 to 10,1597,13-Jun
833,SHANGHAI ONE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1020000,560,Strata,01 to 05,1822,13-Jun
834,CONDOMINIUM DEVELOPMENT,HOLLAND ROAD,Condominium,10,CCR,Freehold,1,1500000,947,Strata,01 to 05,1584,13-Jun
835,PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,1,3980000,2013,Strata,06 to 10,1977,13-Jun
836,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,1984000,893,Strata,01 to 05,2221,13-Jun
837,HOLLANDIA,HOLLAND ROAD,Condominium,10,CCR,Freehold,1,1800000,1378,Strata,01 to 05,1306,13-Jun
838,MELROSE PARK,KELLOCK ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2280000,1313,Strata,11 to 15,1736,13-Jun
839,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1518660,786,Strata,26 to 30,1933,13-Jun
840,PALM SPRING,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2550000,1485,Strata,06 to 10,1717,13-Jun
841,WILLYN VILLE,HOLLAND AVENUE,Apartment,10,CCR,Freehold,1,1445000,861,Strata,01 to 05,1678,13-Jun
842,FERRELL RESIDENCES,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,3900000,1841,Strata,16 to 20,2119,13-Jun
843,SIGNATURE AT LEWIS,LEWIS ROAD,Apartment,10,CCR,Freehold,1,2790000,1841,Strata,01 to 05,1516,13-Jun
844,STUDIO 3,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,990000,549,Strata,06 to 10,1803,13-Jun
845,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2265080,1292,Strata,31 to 35,1754,13-Jun
846,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3449800,2067,Strata,11 to 15,1669,13-Jun
847,BELMOND GREEN,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,1725000,958,Strata,01 to 05,1801,13-Jun
848,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1600000,990,Strata,06 to 10,1616,13-Jun
849,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1557810,786,Strata,31 to 35,1983,13-Jun
850,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1935810,1076,Strata,21 to 25,1798,13-Jun
851,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,4610000,2669,Strata,01 to 05,1727,13-Jun
852,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,3100000,1432,Strata,06 to 10,2165,13-Jun
853,ARDMORE PARK,ARDMORE PARK,Condominium,10,CCR,Freehold,1,10200000,2885,Strata,11 to 15,3536,13-Jun
854,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1488000,990,Strata,11 to 15,1503,13-Jun
855,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2656160,1798,Strata,21 to 25,1478,13-Jun
856,JERVOIS JADE APARTMENTS,JERVOIS CLOSE,Apartment,10,CCR,99 yrs lease commencing from 1998,1,1800000,1496,Strata,11 to 15,1203,13-Jun
857,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1060000,463,Strata,06 to 10,2290,13-Jun
858,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1200000,538,Strata,06 to 10,2230,13-Jun
859,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2425300,1604,Strata,26 to 30,1512,13-Jun
860,GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,3920000,3154,Strata,01 to 05,1243,13-Jun
861,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,3745170,2110,Strata,06 to 10,1775,13-Jun
862,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2427170,1528,Strata,26 to 30,1588,13-Jun
863,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2100000,1216,Strata,06 to 10,1727,13-Jun
864,ZENITH,ZION ROAD,Apartment,10,CCR,999 yrs lease commencing from 1877,1,1170000,592,Strata,06 to 10,1976,13-Jun
865,JERVOIS LODGE,JERVOIS ROAD,Condominium,10,CCR,Freehold,1,2600000,1948,Strata,01 to 05,1335,13-Jun
866,BALMORAL HILLS,BALMORAL PARK,Condominium,10,CCR,Freehold,1,3750000,1841,Strata,06 to 10,2037,13-Jun
867,THE TOMLINSON,CUSCADEN ROAD,Apartment,10,CCR,Freehold,1,5600000,2347,Strata,11 to 15,2386,13-Jun
868,SHEARES VILLE,HOLT ROAD,Apartment,10,CCR,Freehold,1,2130000,1475,Strata,06 to 10,1444,13-Jun
869,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1346220,635,Strata,31 to 35,2120,13-Jun
870,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2660500,1733,Strata,31 to 35,1535,13-Jun
871,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2597770,1679,Strata,21 to 25,1547,13-Jun
872,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,2321307,1044,Strata,01 to 05,2223,13-Jun
873,ASTRID MEADOWS,CORONATION ROAD WEST,Condominium,10,CCR,Freehold,1,2438000,1378,Strata,01 to 05,1769,13-Jun
874,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,2755000,1550,Strata,06 to 10,1777,13-Jun
875,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3476700,2067,Strata,16 to 20,1682,13-Jun
876,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1180000,764,Strata,11 to 15,1544,13-Jun
877,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1538100,786,Strata,31 to 35,1957,13-Jun
878,CASA JERVOIS,JERVOIS ROAD,Apartment,10,CCR,Freehold,1,2300000,1593,Strata,01 to 05,1444,13-Jun
879,THE BOULEVARD RESIDENCE,CUSCADEN WALK,Apartment,10,CCR,Freehold,1,5000000,2034,Strata,21 to 25,2458,13-Jun
880,VENTUNO BALMORAL,BALMORAL ROAD,Apartment,10,CCR,Freehold,1,2250000,1313,Strata,06 to 10,1713,13-Jun
881,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2312850,1722,Strata,16 to 20,1343,13-Jun
882,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,3734694,2110,Strata,01 to 05,1770,13-Jun
883,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2379490,1421,Strata,26 to 30,1675,13-Jun
884,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2452930,1593,Strata,26 to 30,1540,13-Jun
885,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,3916278,2110,Strata,06 to 10,1856,13-Jun
886,PALM SPRING,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2960000,2002,Strata,01 to 05,1478,13-Jun
887,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3615521,2185,Strata,11 to 15,1655,13-Jun
888,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1083500,463,Strata,06 to 10,2341,13-Jun
889,NATHAN RESIDENCES,NATHAN ROAD,Apartment,10,CCR,Freehold,1,1180000,592,Strata,06 to 10,1993,13-Jun
890,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,3080000,1701,Strata,06 to 10,1811,13-Jun
891,SPANISH VILLAGE,FARRER ROAD,Condominium,10,CCR,Freehold,1,2638000,2056,Strata,01 to 05,1283,13-Jun
892,ASTRID MEADOWS,CORONATION ROAD WEST,Condominium,10,CCR,Freehold,1,6830000,3800,Strata,01 to 05,1798,13-Jun
893,THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Condominium,10,CCR,Freehold,1,2300000,1356,Strata,01 to 05,1696,13-Jun
894,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1219331,463,Strata,16 to 20,2634,13-Jun
895,RIDGEWOOD,MOUNT SINAI DRIVE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2230000,1744,Strata,11 to 15,1279,13-Jun
896,VOLARI,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,3250000,1324,Strata,06 to 10,2455,13-Jun
897,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2392660,1593,Strata,26 to 30,1502,13-Jun
898,HALLMARK RESIDENCES,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,2230000,969,Strata,06 to 10,2302,13-Jun
899,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2611370,1722,Strata,26 to 30,1516,13-Jun
900,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1326484,538,Strata,11 to 15,2465,13-Jun
901,THE SIENA,TAN KIM CHENG ROAD,Apartment,10,CCR,99 yrs lease commencing from 2013,1,1230315,538,Strata,01 to 05,2286,13-Jun
902,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,2975000,1410,Strata,01 to 05,2110,13-Jun
903,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1535220,786,Strata,26 to 30,1954,13-Jun
904,PALM SPRING,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,4500000,2928,Strata,06 to 10,1537,13-Jun
905,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,1383000,614,Strata,01 to 05,2254,13-Jun
906,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2358660,1539,Strata,26 to 30,1532,13-Jun
907,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,1,1260000,624,Strata,11 to 15,2018,13-Jun
908,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1122492,441,Strata,06 to 10,2543,13-May
909,THE ASTON,KAY POH ROAD,Apartment,10,CCR,Freehold,1,1125000,667,Strata,06 to 10,1686,13-May
910,AVALON,ANDERSON ROAD,Condominium,10,CCR,Freehold,1,3300000,1830,Strata,06 to 10,1803,13-May
911,ASTRID MEADOWS,CORONATION ROAD WEST,Condominium,10,CCR,Freehold,1,4800000,2745,Strata,01 to 05,1749,13-May
912,DORMER PARK,JERVOIS ROAD,Condominium,10,CCR,Freehold,1,1885000,1238,Strata,01 to 05,1523,13-May
913,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2710000,1701,Strata,06 to 10,1593,13-May
914,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2632960,1733,Strata,26 to 30,1519,13-May
915,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,1978460,893,Strata,01 to 05,2214,13-May
916,RIDGEWOOD,MOUNT SINAI RISE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2500000,1981,Strata,01 to 05,1262,13-May
917,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,4120000,2368,Strata,11 to 15,1740,13-May
918,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1315810,549,Strata,06 to 10,2397,13-May
919,CLIFTEN,EWE BOON ROAD,Apartment,10,CCR,Freehold,1,1790000,1066,Strata,16 to 20,1680,13-May
920,BEAVERTON COURT,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,1,3600000,4349,Strata,16 to 20,828,13-May
921,CLIFTEN,EWE BOON ROAD,Apartment,10,CCR,Freehold,1,2780000,2034,Strata,16 to 20,1366,13-May
922,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1100000,560,Strata,06 to 10,1965,13-May
923,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2212890,1281,Strata,31 to 35,1728,13-May
924,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2773140,1755,Strata,31 to 35,1581,13-May
925,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1339620,538,Strata,11 to 15,2489,13-May
926,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2729140,1744,Strata,26 to 30,1565,13-May
927,KELLOCK LODGE,KELLOCK ROAD,Apartment,10,CCR,Freehold,1,1280000,893,Strata,06 to 10,1433,13-May
928,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,4047228,2110,Strata,06 to 10,1918,13-May
929,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2542600,1711,Strata,26 to 30,1486,13-May
930,RV EDGE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,820000,377,Strata,01 to 05,2177,13-May
931,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,5379426,2648,Strata,01 to 05,2032,13-May
932,RV EDGE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,765000,377,Strata,01 to 05,2031,13-May
933,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,2,2560525,1001,Strata,11 to 15,2558,13-May
934,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2117010,1292,Strata,26 to 30,1639,13-May
935,AVALON,ANDERSON ROAD,Condominium,10,CCR,Freehold,1,3150000,1765,Strata,01 to 05,1784,13-May
936,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,4431348,2110,Strata,06 to 10,2100,13-May
937,DUET,HOLLAND ROAD,Condominium,10,CCR,Freehold,1,2400000,1744,Strata,01 to 05,1376,13-May
938,LEEDON RESIDENCE,LEEDON HEIGHTS,Condominium,10,CCR,Freehold,1,4319604,2110,Strata,01 to 05,2047,13-May
939,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2800000,1701,Strata,06 to 10,1646,13-May
940,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3213756,2067,Strata,16 to 20,1555,13-May
941,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2432100,1496,Strata,26 to 30,1626,13-May
942,RESIDENTIAL APARTMENTS,NASSIM HILL,Apartment,10,CCR,Freehold,1,7884100,3218,Strata,01 to 05,2450,13-May
943,VILLA AZURA,CHERRY AVENUE,Condominium,10,CCR,Freehold,1,1528000,1249,Strata,01 to 05,1224,13-May
944,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2508260,1572,Strata,31 to 35,1596,13-May
945,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2593690,1722,Strata,26 to 30,1506,13-May
946,FOUR SEASONS PARK,CUSCADEN WALK,Condominium,10,CCR,Freehold,1,5650000,2260,Strata,01 to 05,2500,13-May
947,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2398500,1399,Strata,26 to 30,1714,13-May
948,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2292870,1528,Strata,21 to 25,1500,13-May
949,8 NAPIER,NAPIER ROAD,Condominium,10,CCR,Freehold,1,12952800,4112,Strata,06 to 10,3150,13-May
950,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2606030,1755,Strata,21 to 25,1485,13-May
951,BELMOND GREEN,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,1938000,1066,Strata,06 to 10,1819,13-May
952,ARDMORE PARK,ARDMORE PARK,Condominium,10,CCR,Freehold,1,9550000,2885,Strata,01 to 05,3311,13-May
953,ASTRID MEADOWS,CORONATION ROAD WEST,Condominium,10,CCR,Freehold,1,3500000,2045,Strata,01 to 05,1711,13-May
954,CHATEAU LE FAME,EWE BOON ROAD,Apartment,10,CCR,Freehold,1,1780000,1119,Strata,01 to 05,1590,13-May
955,MUTIARA VIEW,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1850000,1346,Strata,01 to 05,1375,13-May
956,THE SIENA,TAN KIM CHENG ROAD,Apartment,10,CCR,99 yrs lease commencing from 2013,1,1566779,635,Strata,01 to 05,2467,13-May
957,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1906830,1173,Strata,21 to 25,1625,13-May
958,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,2080000,1195,Strata,11 to 15,1741,13-May
959,GALLOP GREEN,WOOLLERTON PARK,Condominium,10,CCR,Freehold,1,8292240,4187,Strata,01 to 05,1980,13-May
960,BALMORAL HILLS,BALMORAL PARK,Condominium,10,CCR,Freehold,1,3850000,1841,Strata,06 to 10,2092,13-May
961,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1590000,1033,Strata,06 to 10,1539,13-May
962,RESIDENTIAL APARTMENTS,NASSIM HILL,Apartment,10,CCR,Freehold,1,10300000,4295,Strata,01 to 05,2398,13-May
963,RV EDGE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,840000,420,Strata,01 to 05,2001,13-May
964,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1574640,786,Strata,31 to 35,2004,13-May
965,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2564360,1722,Strata,26 to 30,1489,13-May
966,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,3131500,1841,Strata,01 to 05,1701,13-May
967,NATHAN RESIDENCES,NATHAN ROAD,Apartment,10,CCR,Freehold,1,1743000,1238,Strata,11 to 15,1408,13-May
968,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1000000,560,Strata,01 to 05,1787,13-May
969,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2575920,1722,Strata,26 to 30,1496,13-May
970,RIDGEWOOD,RIDGEWOOD CLOSE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2610000,2002,Strata,06 to 10,1304,13-May
971,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2535460,1679,Strata,21 to 25,1510,13-May
972,MON JERVOIS,JERVOIS ROAD,Condominium,10,CCR,99 yrs lease commencing from 2012,1,3903000,1905,Strata,01 to 05,2049,13-May
973,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3600000,2185,Strata,06 to 10,1648,13-May
974,SAGE,NASSIM ROAD,Condominium,10,CCR,Freehold,1,12200000,2852,Strata,01 to 05,4277,13-May
975,LIBERTE,SARKIES ROAD,Apartment,10,CCR,Freehold,1,1990000,829,Strata,01 to 05,2401,13-May
976,LOFT @ NATHAN,NATHAN ROAD,Apartment,10,CCR,Freehold,1,1449591,1023,Strata,06 to 10,1418,13-May
977,SHANGHAI ONE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1445000,883,Strata,01 to 05,1637,13-May
978,THE SIENA,TAN KIM CHENG ROAD,Apartment,10,CCR,99 yrs lease commencing from 2013,1,1590000,753,Strata,01 to 05,2110,13-May
979,D'LEEDON,LEEDON HEIGHTS,Condominium,10,RCR,99 yrs lease commencing from 2010,1,1792260,1033,Strata,21 to 25,1734,13-May
980,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3710400,2110,Strata,16 to 20,1759,13-May
981,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1980000,1324,Strata,01 to 05,1495,13-May
982,VIZ AT HOLLAND,QUEENSWAY,Condominium,10,CCR,Freehold,1,3500000,2454,Strata,11 to 15,1426,13-May
983,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2228100,1292,Strata,26 to 30,1725,13-May
984,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1171390,463,Strata,16 to 20,2531,13-May
985,ARDMORE 3,ARDMORE PARK,Condominium,10,CCR,Freehold,1,6189300,1776,Strata,16 to 20,3485,13-May
986,THE LEGEND,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,2034200,1453,Strata,01 to 05,1400,13-May
987,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1361140,538,Strata,16 to 20,2529,13-May
988,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2478430,1690,Strata,21 to 25,1467,13-May
989,BEAVERTON COURT,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,1,4500000,3229,Strata,06 to 10,1394,13-May
990,PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,1,3280000,1701,Strata,01 to 05,1929,13-May
991,LOFT @ NATHAN,NATHAN ROAD,Apartment,10,CCR,Freehold,1,1449591,1023,Strata,06 to 10,1418,13-May
992,PARVIS,HOLLAND HILL,Condominium,10,CCR,Freehold,1,3780000,2013,Strata,01 to 05,1878,13-May
993,LOFT @ NATHAN,NATHAN ROAD,Apartment,10,CCR,Freehold,1,1449591,1023,Strata,06 to 10,1418,13-May
994,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,1195000,883,Strata,11 to 15,1354,13-May
995,THE MONTANA,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1230000,700,Strata,06 to 10,1758,13-May
996,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2531130,1711,Strata,26 to 30,1479,13-May
997,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3601600,2110,Strata,11 to 15,1707,13-May
998,LOFT @ NATHAN,NATHAN ROAD,Apartment,10,CCR,Freehold,1,1402830,990,Strata,06 to 10,1417,13-May
999,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1817100,1055,Strata,21 to 25,1723,13-May
1000,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1350000,538,Strata,16 to 20,2508,13-May
1001,GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,1716800,1346,Strata,01 to 05,1276,13-May
1002,PALM SPRING,EWE BOON ROAD,Condominium,10,CCR,Freehold,1,3000000,1862,Strata,01 to 05,1611,13-May
1003,GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,4100000,3412,Strata,01 to 05,1202,13-May
1004,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,1,1295000,538,Strata,06 to 10,2406,13-May
1005,SECOND AVENUE JUNCTION,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,2120000,1711,Strata,01 to 05,1239,13-May
1006,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2341070,1539,Strata,26 to 30,1521,13-May
1007,CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,1263000,1109,Strata,01 to 05,1139,13-May
1008,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1321020,635,Strata,31 to 35,2080,13-May
1009,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2246720,1292,Strata,31 to 35,1739,13-May
1010,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1515600,786,Strata,26 to 30,1929,13-May
1011,CASA JERVOIS,JERVOIS ROAD,Apartment,10,CCR,Freehold,1,1790000,1227,Strata,01 to 05,1459,13-May
1012,STUDIO 3,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1750000,1302,Strata,01 to 05,1344,13-May
1013,ORANGE GROVE RESIDENCES,ORANGE GROVE ROAD,Condominium,10,CCR,Freehold,1,3850000,1927,Strata,01 to 05,1998,13-May
1014,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2022740,1216,Strata,31 to 35,1663,13-May
1015,RESIDENTIAL APARTMENTS,NASSIM HILL,Apartment,10,CCR,Freehold,1,8000000,3218,Strata,01 to 05,2486,13-May
1016,THE CORNWALL,CORNWALL GARDENS,Condominium,10,CCR,Freehold,1,1990000,1044,Strata,01 to 05,1906,13-May
1017,LOFT @ NATHAN,NATHAN ROAD,Apartment,10,CCR,Freehold,1,1449591,1023,Strata,06 to 10,1418,13-May
1018,GALLOP GABLES,FARRER ROAD,Condominium,10,CCR,Freehold,1,2100000,1141,Strata,01 to 05,1841,13-May
1019,THE SOLITAIRE,BALMORAL PARK,Condominium,10,CCR,Freehold,1,3120000,1561,Strata,06 to 10,1999,13-May
1020,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2968590,2013,Strata,21 to 25,1475,13-May
1021,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2027840,1216,Strata,31 to 35,1667,13-May
1022,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,1810000,1496,Strata,01 to 05,1210,13-May
